date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
2022-05-11,Clothing,SKU_002,206.44,Out of Stock,8,1651.52,Senior,35,7,86,6,Carrier X,26.98,Supplier C,East,8,732,11,187.51,Fail,0.0361,Air,Route 2,664.93
2022-05-11,Furniture,SKU_003,411.77,In Stock,12,4941.24,Senior,161,3,65,2,Carrier Y,20.15,Supplier C,West,9,576,5,76.02,Fail,0.0084,Air,Route 2,415.09
2022-05-11,Furniture,SKU_004,433.15,Out of Stock,11,4764.65,Senior,25,10,36,7,Carrier Y,8.29,Supplier A,West,3,970,9,284.61,Fail,0.0865,Sea,Route 3,751.72
2022-05-11,Electronics,SKU_005,258.73,Out of Stock,11,2846.03,Adult,126,6,84,8,Carrier Z,20.1,Supplier A,East,14,875,19,140.97,Fail,0.0111,Road,Route 3,634.48
2022-05-12,Furniture,SKU_001,95.1,In Stock,13,1236.3,Youth,38,13,3,3,Carrier Y,34.12,Supplier B,South,5,423,18,158.75,Fail,0.0251,Sea,Route 3,743.6
2022-05-12,Furniture,SKU_002,279.53,In Stock,9,2515.77,Senior,151,9,29,5,Carrier X,19.44,Supplier C,North,6,165,8,94.42,Fail,0.0131,Sea,Route 2,690.61
2022-05-12,Furniture,SKU_003,426.41,In Stock,16,6822.56,Adult,148,4,6,5,Carrier Y,48.64,Supplier C,South,9,472,10,30.5,Fail,0.07,Sea,Route 1,346.65
2022-05-12,Furniture,SKU_004,320.83,Out of Stock,10,3208.3,Adult,135,11,80,7,Carrier Z,36.46,Supplier B,North,14,509,13,194.62,Pass,0.0836,Air,Route 2,554.18
2022-05-12,Furniture,SKU_005,377.28,Out of Stock,10,3772.8,Adult,122,10,74,3,Carrier Y,27.54,Supplier B,North,5,550,6,35.22,Pass,0.0999,Air,Route 1,368.92
2022-05-13,Furniture,SKU_001,499.38,In Stock,15,7490.7,Adult,101,4,36,4,Carrier X,35.97,Supplier A,South,2,254,13,229.48,Pass,0.0905,Road,Route 2,297.82
2022-05-13,Furniture,SKU_002,102.13,In Stock,10,1021.3,Adult,161,11,95,9,Carrier Y,17.2,Supplier A,East,10,407,14,231.7,Pass,0.0329,Road,Route 1,255.9
2022-05-13,Electronics,SKU_003,397.47,Out of Stock,14,5564.58,Youth,30,4,20,7,Carrier Z,48.66,Supplier A,West,4,162,11,49.85,Pass,0.0661,Road,Route 2,443.9
2022-05-13,Clothing,SKU_004,81.4,In Stock,9,732.6,Youth,120,8,66,2,Carrier X,16.37,Supplier B,South,14,525,7,36.78,Fail,0.0569,Sea,Route 1,273.28
2022-05-13,Furniture,SKU_005,302.83,In Stock,7,2119.81,Youth,17,6,19,4,Carrier X,33.05,Supplier A,North,9,894,18,148.43,Fail,0.0438,Air,Route 2,986.44
2022-05-14,Electronics,SKU_001,67.24,In Stock,7,470.68,Youth,31,5,65,1,Carrier Z,47.11,Supplier B,South,7,115,13,164.84,Pass,0.0112,Air,Route 3,323.82
2022-05-14,Furniture,SKU_002,251.38,In Stock,7,1759.66,Senior,80,12,69,2,Carrier Z,49.41,Supplier B,South,6,933,9,260.23,Fail,0.0219,Air,Route 1,977.76
2022-05-14,Electronics,SKU_003,92.61,Out of Stock,14,1296.54,Adult,107,10,17,4,Carrier Y,37.97,Supplier C,East,2,861,19,39.02,Fail,0.0133,Air,Route 1,361.51
2022-05-14,Furniture,SKU_004,350.25,In Stock,12,4203.0,Senior,115,7,23,7,Carrier Y,13.73,Supplier C,South,14,473,13,82.05,Fail,0.057,Air,Route 2,627.97
2022-05-14,Furniture,SKU_005,134.82,In Stock,8,1078.56,Senior,21,8,87,2,Carrier Y,39.73,Supplier B,South,8,911,14,263.8,Pass,0.0778,Road,Route 1,255.39
2022-05-15,Clothing,SKU_001,317.14,Out of Stock,9,2854.26,Senior,39,4,84,3,Carrier Y,19.14,Supplier C,West,14,427,8,177.77,Pass,0.0407,Road,Route 3,813.0
2022-05-15,Electronics,SKU_002,459.78,In Stock,12,5517.36,Youth,31,9,24,4,Carrier Z,37.7,Supplier A,South,11,197,7,152.76,Fail,0.0624,Air,Route 3,943.1
2022-05-15,Electronics,SKU_003,448.9,Out of Stock,11,4937.9,Adult,168,13,4,4,Carrier Z,10.35,Supplier A,East,2,338,8,103.41,Fail,0.0645,Sea,Route 1,415.04
2022-05-15,Furniture,SKU_004,105.77,In Stock,13,1375.01,Youth,130,5,4,7,Carrier Y,36.13,Supplier C,South,6,830,17,136.89,Pass,0.0957,Sea,Route 2,304.76
2022-05-15,Clothing,SKU_005,236.64,In Stock,11,2603.04,Adult,57,3,59,5,Carrier Z,16.01,Supplier B,South,14,919,11,109.07,Fail,0.0979,Road,Route 1,883.8
2022-05-16,Electronics,SKU_001,195.59,In Stock,10,1955.9,Senior,159,9,24,7,Carrier X,22.46,Supplier A,West,11,91,17,46.16,Fail,0.0916,Sea,Route 1,335.16
2022-05-16,Clothing,SKU_002,466.08,In Stock,6,2796.48,Adult,171,9,86,2,Carrier X,5.89,Supplier B,East,6,979,7,256.98,Pass,0.0088,Air,Route 3,922.43
2022-05-16,Furniture,SKU_003,121.02,In Stock,8,968.16,Youth,87,13,95,8,Carrier X,24.97,Supplier A,North,3,499,19,128.4,Fail,0.0842,Air,Route 2,502.79
2022-05-16,Electronics,SKU_004,362.88,In Stock,8,2903.04,Senior,19,12,8,6,Carrier X,24.31,Supplier C,South,4,56,16,285.1,Pass,0.0685,Sea,Route 2,134.01
2022-05-16,Furniture,SKU_005,52.09,Out of Stock,4,208.36,Senior,194,6,65,3,Carrier X,10.73,Supplier B,South,5,630,19,294.19,Pass,0.0928,Road,Route 3,302.29
2022-05-17,Electronics,SKU_001,168.55,In Stock,6,1011.3,Senior,81,6,93,6,Carrier Z,35.05,Supplier B,West,12,391,7,90.73,Pass,0.0339,Air,Route 3,295.09
2022-05-17,Clothing,SKU_002,294.59,Out of Stock,7,2062.13,Youth,38,12,43,3,Carrier Y,9.3,Supplier A,West,4,298,14,64.78,Pass,0.0641,Sea,Route 3,909.23
2022-05-17,Electronics,SKU_003,279.38,Out of Stock,13,3631.94,Adult,154,7,22,6,Carrier X,14.37,Supplier C,North,4,100,5,139.94,Fail,0.0401,Road,Route 3,390.74
2022-05-17,Clothing,SKU_004,80.72,Out of Stock,9,726.48,Adult,103,10,77,8,Carrier Y,31.14,Supplier C,North,8,431,6,76.42,Pass,0.0289,Sea,Route 1,609.57
2022-05-17,Clothing,SKU_005,163.65,In Stock,8,1309.2,Youth,118,4,82,5,Carrier Z,20.54,Supplier C,South,2,85,14,204.63,Pass,0.0119,Road,Route 1,201.58
2022-05-18,Clothing,SKU_001,185.8,Out of Stock,8,1486.4,Senior,84,11,1,4,Carrier Y,37.52,Supplier C,South,8,199,13,86.21,Fail,0.0473,Sea,Route 2,810.06
2022-05-18,Furniture,SKU_002,444.94,In Stock,9,4004.46,Senior,102,9,82,3,Carrier Y,31.07,Supplier C,North,9,105,18,191.75,Fail,0.0318,Road,Route 1,202.65
2022-05-18,Furniture,SKU_003,153.39,Out of Stock,11,1687.29,Senior,136,6,10,2,Carrier Y,12.88,Supplier A,East,6,394,14,288.11,Fail,0.0129,Road,Route 1,481.0
2022-05-18,Furniture,SKU_004,112.11,In Stock,13,1457.43,Senior,193,8,47,2,Carrier Y,11.93,Supplier B,South,2,952,7,89.03,Fail,0.0344,Air,Route 2,777.89
2022-05-18,Electronics,SKU_005,174.52,Out of Stock,9,1570.68,Adult,119,10,90,3,Carrier Y,32.25,Supplier C,North,9,432,8,257.06,Fail,0.055,Road,Route 1,165.41
2022-05-19,Furniture,SKU_001,465.72,In Stock,11,5122.92,Senior,132,8,57,6,Carrier X,7.4,Supplier A,West,5,889,9,65.25,Fail,0.0924,Sea,Route 1,258.06
2022-05-19,Electronics,SKU_002,393.21,Out of Stock,8,3145.68,Senior,55,10,10,2,Carrier Y,35.71,Supplier A,South,10,87,18,67.31,Fail,0.0196,Road,Route 3,441.29
2022-05-19,Electronics,SKU_003,165.65,In Stock,8,1325.2,Youth,114,5,54,9,Carrier X,6.48,Supplier B,South,7,578,6,297.77,Fail,0.0936,Road,Route 1,220.06
2022-05-19,Electronics,SKU_004,101.04,Out of Stock,5,505.2,Senior,190,10,67,1,Carrier X,39.93,Supplier A,South,2,993,10,108.07,Fail,0.0957,Sea,Route 1,983.55
2022-05-19,Electronics,SKU_005,158.94,In Stock,9,1430.46,Adult,46,3,49,8,Carrier Y,46.58,Supplier B,North,6,144,8,31.45,Fail,0.0391,Air,Route 3,641.32
2022-05-20,Furniture,SKU_001,475.23,Out of Stock,7,3326.61,Senior,3,11,6,9,Carrier Y,8.66,Supplier C,North,12,251,14,194.93,Fail,0.047,Sea,Route 2,731.76
2022-05-20,Furniture,SKU_002,319.63,In Stock,17,5433.71,Senior,47,12,44,2,Carrier Z,27.73,Supplier A,West,5,822,9,24.8,Fail,0.068,Road,Route 2,382.49
2022-05-20,Electronics,SKU_003,257.9,In Stock,9,2321.1,Youth,150,3,25,8,Carrier Z,44.83,Supplier B,West,8,273,12,241.22,Fail,0.0578,Sea,Route 2,689.17
2022-05-20,Electronics,SKU_004,325.84,Out of Stock,6,1955.04,Youth,134,4,92,1,Carrier Z,23.4,Supplier B,East,4,80,17,204.72,Pass,0.0846,Air,Route 1,878.24
2022-05-20,Clothing,SKU_005,415.41,Out of Stock,6,2492.46,Youth,118,12,97,3,Carrier Y,29.62,Supplier B,East,5,51,7,155.31,Fail,0.0145,Road,Route 2,488.53
2022-05-21,Furniture,SKU_001,85.02,Out of Stock,9,765.18,Senior,20,6,35,5,Carrier X,12.44,Supplier A,East,11,239,8,220.11,Pass,0.0625,Sea,Route 3,773.25
2022-05-21,Electronics,SKU_002,275.34,Out of Stock,10,2753.4,Youth,64,13,20,8,Carrier X,35.72,Supplier C,North,10,123,16,55.94,Fail,0.036,Sea,Route 1,103.34
2022-05-21,Clothing,SKU_003,153.69,In Stock,10,1536.9,Senior,35,13,19,3,Carrier Y,14.78,Supplier C,East,6,229,16,178.28,Fail,0.0214,Sea,Route 2,260.7
2022-05-21,Furniture,SKU_004,433.92,In Stock,13,5640.96,Youth,92,14,5,9,Carrier X,16.93,Supplier B,North,11,726,16,186.21,Fail,0.0859,Sea,Route 2,156.72
2022-05-21,Electronics,SKU_005,303.03,In Stock,8,2424.24,Adult,189,7,66,4,Carrier Z,11.92,Supplier C,West,10,269,5,251.36,Pass,0.0695,Road,Route 2,811.96
2022-05-22,Clothing,SKU_001,56.94,In Stock,13,740.22,Adult,96,3,3,5,Carrier Z,49.55,Supplier B,East,7,504,10,186.54,Pass,0.0137,Sea,Route 1,290.95
2022-05-22,Electronics,SKU_002,181.55,Out of Stock,12,2178.6,Youth,40,12,15,6,Carrier Z,40.8,Supplier C,South,3,641,6,38.14,Fail,0.0025,Road,Route 3,556.11
2022-05-22,Clothing,SKU_003,151.82,In Stock,8,1214.56,Adult,33,3,56,7,Carrier Y,18.46,Supplier A,North,13,672,16,221.03,Fail,0.0017,Air,Route 3,734.87
2022-05-22,Furniture,SKU_004,151.18,In Stock,17,2570.06,Senior,169,9,30,5,Carrier X,18.36,Supplier C,East,12,127,11,151.06,Fail,0.0872,Sea,Route 1,149.09
2022-05-22,Furniture,SKU_005,259.03,In Stock,9,2331.27,Adult,171,8,94,5,Carrier Z,15.61,Supplier A,West,6,602,17,35.04,Fail,0.0404,Air,Route 1,695.59
2022-05-23,Furniture,SKU_001,432.23,Out of Stock,5,2161.15,Youth,123,7,94,5,Carrier X,32.25,Supplier A,North,9,784,8,225.4,Fail,0.0134,Sea,Route 3,696.19
2022-05-23,Furniture,SKU_002,186.11,Out of Stock,12,2233.32,Senior,26,4,34,6,Carrier X,23.5,Supplier A,East,4,717,18,238.15,Fail,0.0285,Air,Route 3,217.78
2022-05-23,Clothing,SKU_003,485.29,In Stock,10,4852.9,Senior,156,10,75,8,Carrier Z,9.31,Supplier C,North,10,816,16,255.75,Fail,0.0216,Air,Route 2,788.56
2022-05-23,Electronics,SKU_004,372.58,Out of Stock,10,3725.8,Senior,153,3,82,9,Carrier Z,36.3,Supplier C,West,13,82,12,150.97,Pass,0.0471,Road,Route 1,506.05
2022-05-23,Electronics,SKU_005,319.48,Out of Stock,8,2555.84,Adult,88,13,10,1,Carrier X,28.49,Supplier A,West,6,457,13,221.89,Fail,0.086,Sea,Route 2,186.92
2022-05-24,Furniture,SKU_001,211.44,In Stock,11,2325.84,Senior,71,11,96,4,Carrier Z,37.35,Supplier B,South,10,782,12,135.33,Pass,0.0568,Road,Route 2,345.54
2022-05-24,Electronics,SKU_002,73.42,In Stock,9,660.78,Adult,172,9,26,9,Carrier Z,17.83,Supplier A,West,3,724,16,226.08,Pass,0.0505,Sea,Route 2,339.61
2022-05-24,Clothing,SKU_003,444.21,In Stock,11,4886.31,Adult,188,12,49,8,Carrier X,14.83,Supplier B,West,7,490,9,261.72,Fail,0.0753,Road,Route 2,894.85
2022-05-24,Electronics,SKU_004,160.62,In Stock,6,963.72,Senior,133,2,68,6,Carrier Z,12.78,Supplier B,East,13,349,7,83.73,Fail,0.0515,Air,Route 1,749.94
2022-05-24,Electronics,SKU_005,162.8,In Stock,6,976.8,Senior,105,9,33,2,Carrier Z,44.47,Supplier B,East,9,780,15,190.77,Fail,0.0158,Road,Route 3,695.7
2022-05-25,Furniture,SKU_001,91.59,Out of Stock,5,457.95,Youth,142,11,76,9,Carrier X,8.81,Supplier A,North,4,678,7,53.84,Pass,0.057,Road,Route 3,452.2
2022-05-25,Furniture,SKU_002,332.82,Out of Stock,11,3661.02,Youth,162,6,27,8,Carrier Z,31.22,Supplier A,North,11,994,5,172.67,Fail,0.0091,Road,Route 3,258.05
2022-05-25,Electronics,SKU_003,99.82,In Stock,6,598.92,Senior,68,6,17,5,Carrier Y,44.36,Supplier B,West,2,846,8,193.76,Pass,0.0543,Sea,Route 1,378.36
2022-05-25,Furniture,SKU_004,211.62,In Stock,11,2327.82,Adult,165,7,93,2,Carrier Y,13.02,Supplier A,South,8,774,12,210.42,Pass,0.0628,Sea,Route 1,588.43
2022-05-25,Furniture,SKU_005,361.11,In Stock,9,3249.99,Youth,5,6,69,7,Carrier X,13.75,Supplier B,North,14,732,15,208.73,Pass,0.0244,Air,Route 1,726.64
2022-05-26,Electronics,SKU_001,394.28,Out of Stock,13,5125.64,Adult,122,7,27,6,Carrier X,17.93,Supplier B,East,5,750,9,298.84,Pass,0.0792,Sea,Route 1,280.29
2022-05-26,Clothing,SKU_002,116.08,In Stock,7,812.56,Youth,142,13,58,6,Carrier Y,40.69,Supplier C,South,8,477,17,41.85,Pass,0.0418,Sea,Route 3,719.3
2022-05-26,Furniture,SKU_003,136.55,Out of Stock,10,1365.5,Senior,72,5,15,3,Carrier X,48.06,Supplier C,North,3,829,18,83.02,Pass,0.067,Air,Route 3,411.81
2022-05-26,Clothing,SKU_004,143.55,In Stock,8,1148.4,Youth,145,7,61,8,Carrier X,28.4,Supplier C,East,9,393,8,131.99,Pass,0.0179,Sea,Route 3,698.68
2022-05-26,Clothing,SKU_005,77.81,In Stock,9,700.29,Senior,30,6,65,4,Carrier X,29.59,Supplier B,West,5,377,6,262.65,Pass,0.0489,Road,Route 1,175.56
2022-05-27,Clothing,SKU_001,86.09,Out of Stock,17,1463.53,Senior,54,13,92,2,Carrier Y,44.23,Supplier C,East,5,443,9,268.16,Pass,0.0861,Road,Route 1,877.48
2022-05-27,Electronics,SKU_002,454.74,Out of Stock,15,6821.1,Youth,137,11,73,3,Carrier Z,22.44,Supplier C,East,7,695,19,210.75,Pass,0.0213,Road,Route 1,945.53
2022-05-27,Furniture,SKU_003,325.96,Out of Stock,9,2933.64,Senior,51,9,17,9,Carrier Y,41.79,Supplier C,West,3,881,16,220.96,Pass,0.0622,Road,Route 1,911.32
2022-05-27,Electronics,SKU_004,353.04,In Stock,12,4236.48,Youth,50,6,34,8,Carrier Z,32.15,Supplier B,South,6,157,16,144.25,Pass,0.0707,Air,Route 2,612.75
2022-05-27,Clothing,SKU_005,499.19,Out of Stock,21,10482.99,Youth,145,5,46,2,Carrier Z,31.52,Supplier C,East,14,536,19,284.75,Pass,0.0926,Road,Route 1,984.04
2022-05-28,Clothing,SKU_001,122.38,In Stock,12,1468.56,Senior,53,12,25,6,Carrier Z,47.52,Supplier A,North,5,724,14,172.1,Fail,0.0075,Sea,Route 1,445.16
2022-05-28,Clothing,SKU_002,119.89,Out of Stock,14,1678.46,Youth,102,3,67,4,Carrier Y,13.73,Supplier B,South,7,161,7,290.38,Fail,0.0995,Air,Route 3,294.25
2022-05-28,Furniture,SKU_003,382.74,In Stock,8,3061.92,Youth,30,11,18,7,Carrier Y,33.41,Supplier C,South,12,605,6,76.24,Fail,0.0113,Sea,Route 2,334.25
2022-05-28,Clothing,SKU_004,184.74,In Stock,10,1847.4,Senior,32,5,87,4,Carrier X,47.91,Supplier A,West,2,320,13,176.95,Fail,0.0659,Air,Route 2,930.78
2022-05-28,Furniture,SKU_005,198.17,Out of Stock,8,1585.36,Youth,168,7,48,4,Carrier X,21.27,Supplier B,East,7,220,19,276.11,Pass,0.0269,Air,Route 1,262.96
2022-05-29,Clothing,SKU_001,477.75,In Stock,12,5733.0,Senior,146,11,92,3,Carrier Y,48.6,Supplier B,South,2,456,16,90.84,Fail,0.017,Sea,Route 1,215.22
2022-05-29,Clothing,SKU_002,123.85,Out of Stock,21,2600.85,Youth,67,3,66,4,Carrier Y,39.48,Supplier A,West,14,731,5,128.42,Pass,0.0802,Air,Route 1,128.86
2022-05-29,Clothing,SKU_003,286.53,In Stock,5,1432.65,Adult,12,5,73,4,Carrier Y,48.15,Supplier C,East,8,987,7,38.6,Pass,0.0502,Road,Route 3,253.67
2022-05-29,Furniture,SKU_004,304.18,In Stock,9,2737.62,Adult,129,6,31,1,Carrier Y,35.51,Supplier C,North,4,433,15,38.62,Pass,0.0473,Road,Route 3,959.2
2022-05-29,Furniture,SKU_005,100.52,Out of Stock,10,1005.2,Senior,47,2,88,3,Carrier X,24.53,Supplier B,South,7,547,15,70.27,Fail,0.0264,Sea,Route 1,583.88
2022-05-30,Furniture,SKU_001,142.52,In Stock,8,1140.16,Adult,185,3,92,2,Carrier Y,34.72,Supplier A,East,14,201,13,81.42,Fail,0.0387,Sea,Route 3,598.12
2022-05-30,Electronics,SKU_002,261.74,Out of Stock,8,2093.92,Adult,124,6,93,6,Carrier Y,23.97,Supplier B,South,12,252,13,122.31,Pass,0.0569,Road,Route 1,864.98
2022-05-30,Furniture,SKU_003,278.67,In Stock,12,3344.04,Youth,112,5,38,1,Carrier Z,27.71,Supplier C,East,5,423,18,202.03,Fail,0.0855,Road,Route 3,253.21
2022-05-30,Electronics,SKU_004,334.2,Out of Stock,8,2673.6,Adult,14,2,16,5,Carrier Y,40.28,Supplier B,North,13,457,7,97.73,Fail,0.0716,Road,Route 3,865.04
2022-05-30,Electronics,SKU_005,244.56,Out of Stock,12,2934.72,Adult,167,9,17,4,Carrier Y,38.04,Supplier A,North,14,351,18,114.77,Fail,0.0726,Sea,Route 3,402.47
2022-05-31,Electronics,SKU_001,172.68,In Stock,12,2072.16,Senior,110,3,38,6,Carrier Z,9.27,Supplier B,South,9,528,8,29.63,Fail,0.0325,Road,Route 1,359.04
2022-05-31,Clothing,SKU_002,481.41,In Stock,7,3369.87,Adult,29,13,82,8,Carrier X,11.19,Supplier C,South,4,840,15,171.06,Fail,0.0143,Road,Route 1,257.0
2022-05-31,Electronics,SKU_003,79.1,Out of Stock,9,711.9,Youth,13,9,48,8,Carrier Z,18.12,Supplier B,South,3,100,12,250.67,Pass,0.0001,Road,Route 1,297.94
2022-05-31,Electronics,SKU_004,220.75,Out of Stock,8,1766.0,Youth,152,9,38,6,Carrier X,42.59,Supplier C,South,5,565,18,279.63,Pass,0.002,Air,Route 1,710.96
2022-05-31,Electronics,SKU_005,133.95,Out of Stock,7,937.65,Senior,129,10,57,2,Carrier X,17.62,Supplier C,North,11,277,14,34.16,Pass,0.0246,Sea,Route 2,849.04
2022-06-01,Furniture,SKU_001,355.78,In Stock,10,3557.8,Youth,121,14,56,9,Carrier Y,18.78,Supplier B,East,10,279,12,106.36,Fail,0.0984,Sea,Route 1,585.95
2022-06-01,Electronics,SKU_002,243.82,Out of Stock,12,2925.84,Senior,58,6,52,1,Carrier Z,10.92,Supplier B,West,6,696,6,264.34,Fail,0.023,Road,Route 1,465.47
2022-06-01,Clothing,SKU_003,217.55,Out of Stock,12,2610.6,Youth,118,14,58,4,Carrier Y,5.79,Supplier B,North,9,235,19,245.68,Pass,0.097,Air,Route 3,787.65
2022-06-01,Clothing,SKU_004,122.32,Out of Stock,9,1100.88,Adult,63,6,66,2,Carrier Z,19.87,Supplier B,West,2,189,17,222.72,Pass,0.0549,Road,Route 3,757.42
2022-06-01,Furniture,SKU_005,175.85,Out of Stock,9,1582.65,Adult,97,2,39,6,Carrier Z,42.82,Supplier A,South,5,502,5,59.43,Fail,0.0071,Air,Route 1,559.95
2022-06-02,Electronics,SKU_001,445.55,In Stock,8,3564.4,Youth,65,12,68,2,Carrier X,39.69,Supplier B,South,10,699,10,77.09,Pass,0.0291,Air,Route 1,452.2
2022-06-02,Electronics,SKU_002,224.61,Out of Stock,9,2021.49,Adult,132,12,70,8,Carrier Z,22.44,Supplier B,East,11,459,9,201.32,Pass,0.0596,Sea,Route 3,254.77
2022-06-02,Furniture,SKU_003,79.52,Out of Stock,21,1669.92,Senior,77,6,24,1,Carrier Y,28.85,Supplier A,South,13,223,15,186.86,Fail,0.0389,Road,Route 1,124.09
2022-06-02,Electronics,SKU_004,444.34,Out of Stock,9,3999.06,Senior,47,4,70,3,Carrier X,49.62,Supplier C,East,4,807,7,284.48,Fail,0.0167,Sea,Route 1,500.89
2022-06-02,Electronics,SKU_005,65.22,In Stock,16,1043.52,Youth,142,4,66,8,Carrier Z,27.75,Supplier C,West,3,671,17,206.71,Fail,0.0796,Road,Route 3,633.39
2022-06-03,Clothing,SKU_001,434.59,In Stock,12,5215.08,Adult,154,3,72,3,Carrier X,16.58,Supplier C,West,4,507,10,283.88,Pass,0.0558,Sea,Route 2,886.87
2022-06-03,Furniture,SKU_002,87.45,In Stock,9,787.05,Senior,41,6,39,5,Carrier X,21.87,Supplier C,North,7,792,6,32.52,Fail,0.0874,Road,Route 3,900.23
2022-06-03,Clothing,SKU_003,448.98,Out of Stock,11,4938.78,Senior,45,4,2,8,Carrier X,29.22,Supplier B,North,7,922,15,131.9,Fail,0.0598,Sea,Route 2,157.49
2022-06-03,Electronics,SKU_004,382.06,In Stock,10,3820.6,Senior,144,3,7,8,Carrier Y,43.27,Supplier B,West,4,552,15,99.96,Fail,0.0538,Sea,Route 3,189.69
2022-06-03,Clothing,SKU_005,485.9,Out of Stock,9,4373.1,Adult,1,2,20,2,Carrier X,12.64,Supplier C,East,8,855,16,250.05,Fail,0.092,Sea,Route 1,511.21
2022-06-04,Clothing,SKU_001,357.54,In Stock,7,2502.78,Senior,92,7,1,8,Carrier X,45.9,Supplier C,East,2,192,17,125.88,Pass,0.0247,Sea,Route 1,897.17
2022-06-04,Electronics,SKU_002,385.79,Out of Stock,6,2314.74,Youth,176,6,60,4,Carrier Y,10.14,Supplier A,East,11,661,10,264.64,Pass,0.0408,Road,Route 3,476.06
2022-06-04,Electronics,SKU_003,104.17,In Stock,10,1041.7,Adult,106,11,93,5,Carrier Z,28.07,Supplier C,South,12,261,6,71.88,Fail,0.0719,Sea,Route 2,707.21
2022-06-04,Electronics,SKU_004,50.64,In Stock,11,557.04,Youth,187,14,58,7,Carrier Z,43.38,Supplier C,North,7,158,8,212.58,Fail,0.0519,Road,Route 2,356.42
2022-06-04,Electronics,SKU_005,385.09,In Stock,6,2310.54,Senior,77,2,44,6,Carrier Y,10.78,Supplier A,South,10,676,14,154.91,Pass,0.085,Sea,Route 3,561.06
2022-06-05,Electronics,SKU_001,178.24,Out of Stock,8,1425.92,Youth,0,13,62,2,Carrier Z,27.32,Supplier B,North,6,848,9,56.16,Fail,0.0073,Air,Route 3,549.46
2022-06-05,Furniture,SKU_002,390.86,Out of Stock,11,4299.46,Youth,174,9,30,4,Carrier Y,10.49,Supplier A,East,7,753,12,79.78,Fail,0.0314,Road,Route 2,228.57
2022-06-05,Electronics,SKU_003,149.75,Out of Stock,6,898.5,Senior,164,10,88,9,Carrier X,30.13,Supplier B,East,2,219,17,138.9,Pass,0.0828,Road,Route 2,691.13
2022-06-05,Furniture,SKU_004,86.39,In Stock,11,950.29,Youth,27,12,82,2,Carrier Y,16.2,Supplier A,East,3,603,19,287.35,Fail,0.082,Road,Route 3,837.34
2022-06-05,Electronics,SKU_005,266.76,In Stock,6,1600.56,Adult,5,6,40,5,Carrier Z,22.49,Supplier A,West,3,795,7,244.84,Pass,0.0263,Air,Route 1,196.62
2022-06-06,Furniture,SKU_001,143.33,In Stock,9,1289.97,Senior,32,2,87,9,Carrier X,46.83,Supplier A,East,2,827,19,90.79,Fail,0.0994,Sea,Route 3,866.93
2022-06-06,Clothing,SKU_002,168.13,Out of Stock,15,2521.95,Adult,11,10,31,5,Carrier Z,28.76,Supplier C,South,4,911,13,184.93,Fail,0.0817,Road,Route 3,687.42
2022-06-06,Furniture,SKU_003,429.1,Out of Stock,9,3861.9,Adult,123,12,99,6,Carrier Z,5.33,Supplier C,North,8,493,13,298.01,Pass,0.0431,Sea,Route 3,848.38
2022-06-06,Furniture,SKU_004,149.47,In Stock,6,896.82,Youth,31,8,83,7,Carrier X,36.45,Supplier A,West,4,234,19,59.14,Pass,0.0201,Air,Route 1,640.76
2022-06-06,Electronics,SKU_005,441.26,In Stock,8,3530.08,Senior,18,12,69,8,Carrier Y,44.82,Supplier C,West,14,270,9,24.0,Pass,0.0618,Sea,Route 1,804.2
2022-06-07,Furniture,SKU_001,283.03,Out of Stock,14,3962.42,Youth,51,2,11,8,Carrier Y,23.58,Supplier C,West,7,717,19,48.98,Pass,0.0711,Air,Route 2,134.73
2022-06-07,Clothing,SKU_002,248.06,In Stock,14,3472.84,Adult,160,4,87,2,Carrier Z,12.2,Supplier A,East,3,758,12,254.68,Fail,0.0451,Sea,Route 2,564.7
2022-06-07,Furniture,SKU_003,435.26,In Stock,12,5223.12,Youth,115,2,99,9,Carrier X,39.13,Supplier A,South,6,262,9,145.11,Fail,0.0104,Road,Route 1,771.33
2022-06-07,Electronics,SKU_004,301.08,Out of Stock,18,5419.44,Senior,69,11,87,9,Carrier Z,36.34,Supplier A,East,3,932,12,210.14,Pass,0.0286,Air,Route 2,802.9
2022-06-07,Electronics,SKU_005,175.48,In Stock,9,1579.32,Adult,77,14,32,7,Carrier Y,28.96,Supplier A,West,12,336,7,44.29,Pass,0.0787,Air,Route 1,925.46
2022-06-08,Furniture,SKU_001,230.86,In Stock,9,2077.74,Senior,32,5,25,8,Carrier X,15.02,Supplier C,East,7,140,9,165.71,Fail,0.0899,Road,Route 2,769.75
2022-06-08,Clothing,SKU_002,405.37,Out of Stock,9,3648.33,Youth,106,11,88,5,Carrier Z,48.2,Supplier A,East,4,440,19,57.12,Pass,0.0103,Sea,Route 1,633.93
2022-06-08,Furniture,SKU_003,170.41,In Stock,14,2385.74,Youth,89,10,10,8,Carrier Y,27.63,Supplier C,East,3,456,12,241.32,Fail,0.0021,Sea,Route 3,752.15
2022-06-08,Furniture,SKU_004,491.41,In Stock,15,7371.15,Adult,40,11,9,7,Carrier Y,30.93,Supplier C,West,11,847,6,249.44,Pass,0.0177,Sea,Route 3,586.11
